Freq.	I(R1)
2.22843514927026e+008	(-9.04238429956402e+001dB,-9.28670946325903e+001°)
2.23357222283049e+008	(-9.03609675691239e+001dB,-9.28741360972884e+001°)
2.23872113856830e+008	(-9.02980779098558e+001dB,-9.28811972242703e+001°)
2.24388192378272e+008	(-9.02351739426168e+001dB,-9.28882780860330e+001°)
2.24905460583574e+008	(-9.01722555917426e+001dB,-9.28953787556483e+001°)
2.25423921215239e+008	(-9.01093227811212e+001dB,-9.29024993064324e+001°)
2.25943577022093e+008	(-9.00463754341895e+001dB,-9.29096398122702e+001°)
2.26464430759302e+008	(-8.99834134739301e+001dB,-9.29168003473538e+001°)
2.26986485188378e+008	(-8.99204368228686e+001dB,-9.29239809863035e+001°)
2.27509743077203e+008	(-8.98574454030692e+001dB,-9.29311818042214e+001°)
2.28034207200037e+008	(-8.97944391361334e+001dB,-9.29384028765683e+001°)
2.28559880337539e+008	(-8.97314179431944e+001dB,-9.29456442793089e+001°)
2.29086765276773e+008	(-8.96683817449160e+001dB,-9.29529060887803e+001°)
2.29614864811232e+008	(-8.96053304614875e+001dB,-9.29601883817840e+001°)
2.30144181740846e+008	(-8.95422640126220e+001dB,-9.29674912355179e+001°)
2.30674718872002e+008	(-8.94791823175513e+001dB,-9.29748147277119e+001°)
2.31206479017555e+008	(-8.94160852950242e+001dB,-9.29821589364398e+001°)
2.31739464996843e+008	(-8.93529728633013e+001dB,-9.29895239403135e+001°)
2.32273679635706e+008	(-8.92898449401531e+001dB,-9.29969098183685e+001°)
2.32809125766496e+008	(-8.92267014428560e+001dB,-9.30043166500567e+001°)
2.33345806228096e+008	(-8.91635422881880e+001dB,-9.30117445153661e+001°)
2.33883723865931e+008	(-8.91003673924265e+001dB,-9.30191934946953e+001°)
2.34422881531987e+008	(-8.90371766713436e+001dB,-9.30266636689231e+001°)
2.34963282084826e+008	(-8.89739700402025e+001dB,-9.30341551194581e+001°)
2.35504928389596e+008	(-8.89107474137552e+001dB,-9.30416679281009e+001°)
2.36047823318053e+008	(-8.88475087062374e+001dB,-9.30492021771623e+001°)
2.36591969748571e+008	(-8.87842538313646e+001dB,-9.30567579494961e+001°)
2.37137370566161e+008	(-8.87209827023299e+001dB,-9.30643353283739e+001°)
2.37684028662483e+008	(-8.86576952317990e+001dB,-9.30719343975855e+001°)
2.38231946935864e+008	(-8.85943913319066e+001dB,-9.30795552414299e+001°)
2.38781128291313e+008	(-8.85310709142525e+001dB,-9.30871979447030e+001°)
2.39331575640534e+008	(-8.84677338898984e+001dB,-9.30948625927157e+001°)
2.39883291901944e+008	(-8.84043801693628e+001dB,-9.31025492712589e+001°)
2.40436280000688e+008	(-8.83410096626181e+001dB,-9.31102580666719e+001°)
2.40990542868654e+008	(-8.82776222790865e+001dB,-9.31179890657846e+001°)
2.41546083444489e+008	(-8.82142179276348e+001dB,-9.31257423560211e+001°)
2.42102904673613e+008	(-8.81507965165719e+001dB,-9.31335180252243e+001°)
2.42661009508236e+008	(-8.80873579536439e+001dB,-9.31413161618793e+001°)
2.43220400907376e+008	(-8.80239021460305e+001dB,-9.31491368549157e+001°)
2.43781081836870e+008	(-8.79604290003395e+001dB,-9.31569801938703e+001°)
2.44343055269392e+008	(-8.78969384226043e+001dB,-9.31648462688081e+001°)
2.44906324184469e+008	(-8.78334303182789e+001dB,-9.31727351703332e+001°)
2.45470891568498e+008	(-8.77699045922331e+001dB,-9.31806469896254e+001°)
2.46036760414757e+008	(-8.77063611487491e+001dB,-9.31885818184268e+001°)
2.46603933723429e+008	(-8.76427998915167e+001dB,-9.31965397490448e+001°)
2.47172414501608e+008	(-8.75792207236288e+001dB,-9.32045208743050e+001°)
2.47742205763323e+008	(-8.75156235475771e+001dB,-9.32125252877193e+001°)
2.48313310529552e+008	(-8.74520082652480e+001dB,-9.32205530832722e+001°)
2.48885731828234e+008	(-8.73883747779170e+001dB,-9.32286043555977e+001°)
2.49459472694290e+008	(-8.73247229862453e+001dB,-9.32366791999188e+001°)
2.50034536169638e+008	(-8.72610527902749e+001dB,-9.32447777120155e+001°)
2.50610925303206e+008	(-8.71973640894234e+001dB,-9.32528999883244e+001°)
2.51188643150953e+008	(-8.71336567824795e+001dB,-9.32610461258512e+001°)
2.51767692775880e+008	(-8.70699307675993e+001dB,-9.32692162222158e+001°)
2.52348077248052e+008	(-8.70061859422998e+001dB,-9.32774103756885e+001°)
2.52929799644609e+008	(-8.69424222034555e+001dB,-9.32856286851375e+001°)
2.53512863049785e+008	(-8.68786394472928e+001dB,-9.32938712500434e+001°)
2.54097270554925e+008	(-8.68148375693855e+001dB,-9.33021381705674e+001°)
2.54683025258499e+008	(-8.67510164646493e+001dB,-9.33104295474898e+001°)
2.55270130266119e+008	(-8.66871760273373e+001dB,-9.33187454822447e+001°)
2.55858588690559e+008	(-8.66233161510348e+001dB,-9.33270860768970e+001°)
2.56448403651766e+008	(-8.65594367286544e+001dB,-9.33354514341832e+001°)
2.57039578276881e+008	(-8.64955376524302e+001dB,-9.33438416575140e+001°)
2.57632115700252e+008	(-8.64316188139132e+001dB,-9.33522568509809e+001°)
2.58226019063454e+008	(-8.63676801039663e+001dB,-9.33606971193164e+001°)
2.58821291515303e+008	(-8.63037214127580e+001dB,-9.33691625679550e+001°)
2.59417936211876e+008	(-8.62397426297581e+001dB,-9.33776533030185e+001°)
2.60015956316521e+008	(-8.61757436437319e+001dB,-9.33861694313321e+001°)
2.60615354999884e+008	(-8.61117243427342e+001dB,-9.33947110604247e+001°)
2.61216135439915e+008	(-8.60476846141052e+001dB,-9.34032782985218e+001°)
2.61818300821893e+008	(-8.59836243444634e+001dB,-9.34118712545681e+001°)
2.62421854338438e+008	(-8.59195434197010e+001dB,-9.34204900382252e+001°)
2.63026799189532e+008	(-8.58554417249779e+001dB,-9.34291347598972e+001°)
2.63633138582532e+008	(-8.57913191447162e+001dB,-9.34378055307040e+001°)
2.64240875732189e+008	(-8.57271755625938e+001dB,-9.34465024625201e+001°)
2.64850013860664e+008	(-8.56630108615396e+001dB,-9.34552256679860e+001°)
2.65460556197548e+008	(-8.55988249237267e+001dB,-9.34639752604516e+001°)
2.66072505979875e+008	(-8.55346176305670e+001dB,-9.34727513540703e+001°)
2.66685866452142e+008	(-8.54703888627052e+001dB,-9.34815540637706e+001°)
2.67300640866325e+008	(-8.54061385000123e+001dB,-9.34903835052204e+001°)
2.67916832481897e+008	(-8.53418664215801e+001dB,-9.34992397948879e+001°)
2.68534444565845e+008	(-8.52775725057144e+001dB,-9.35081230500595e+001°)
2.69153480392685e+008	(-8.52132566299296e+001dB,-9.35170333887805e+001°)
2.69773943244486e+008	(-8.51489186709414e+001dB,-9.35259709299503e+001°)
2.70395836410878e+008	(-8.50845585046615e+001dB,-9.35349357932150e+001°)
2.71019163189078e+008	(-8.50201760061902e+001dB,-9.35439280991283e+001°)
2.71643926883902e+008	(-8.49557710498107e+001dB,-9.35529479689950e+001°)
2.72270130807785e+008	(-8.48913435089820e+001dB,-9.35619955250384e+001°)
2.72897778280798e+008	(-8.48268932563330e+001dB,-9.35710708902459e+001°)
2.73526872630665e+008	(-8.47624201636549e+001dB,-9.35801741885254e+001°)
2.74157417192782e+008	(-8.46979241018951e+001dB,-9.35893055446081e+001°)
2.74789415310233e+008	(-8.46334049411503e+001dB,-9.35984650841217e+001°)
2.75422870333810e+008	(-8.45688625506598e+001dB,-9.36076529335494e+001°)
2.76057785622028e+008	(-8.45042967987980e+001dB,-9.36168692202914e+001°)
2.76694164541145e+008	(-8.44397075530678e+001dB,-9.36261140726308e+001°)
2.77332010465178e+008	(-8.43750946800937e+001dB,-9.36353876197536e+001°)
2.77971326775922e+008	(-8.43104580456141e+001dB,-9.36446899917584e+001°)
2.78612116862970e+008	(-8.42457975144748e+001dB,-9.36540213196665e+001°)
2.79254384123727e+008	(-8.41811129506207e+001dB,-9.36633817354654e+001°)
2.79898131963430e+008	(-8.41164042170896e+001dB,-9.36727713720469e+001°)
2.80543363795165e+008	(-8.40516711760039e+001dB,-9.36821903632635e+001°)
2.81190083039887e+008	(-8.39869136885634e+001dB,-9.36916388439297e+001°)
2.81838293126439e+008	(-8.39221316150379e+001dB,-9.37011169498503e+001°)
2.82487997491564e+008	(-8.38573248147590e+001dB,-9.37106248177669e+001°)
2.83139199579931e+008	(-8.37924931461129e+001dB,-9.37201625854468e+001°)
2.83791902844149e+008	(-8.37276364665321e+001dB,-9.37297303916605e+001°)
2.84446110744785e+008	(-8.36627546324881e+001dB,-9.37393283761568e+001°)
2.85101826750384e+008	(-8.35978474994825e+001dB,-9.37489566797424e+001°)
2.85759054337488e+008	(-8.35329149220401e+001dB,-9.37586154442160e+001°)
2.86417796990651e+008	(-8.34679567536996e+001dB,-9.37683048124475e+001°)
2.87078058202462e+008	(-8.34029728470059e+001dB,-9.37780249283550e+001°)
2.87739841473560e+008	(-8.33379630535022e+001dB,-9.37877759368937e+001°)
2.88403150312653e+008	(-8.32729272237206e+001dB,-9.37975579841161e+001°)
2.89067988236540e+008	(-8.32078652071744e+001dB,-9.38073712171592e+001°)
2.89734358770125e+008	(-8.31427768523490e+001dB,-9.38172157842425e+001°)
2.90402265446438e+008	(-8.30776620066940e+001dB,-9.38270918346825e+001°)
2.91071711806653e+008	(-8.30125205166132e+001dB,-9.38369995189606e+001°)
2.91742701400109e+008	(-8.29473522274569e+001dB,-9.38469389886109e+001°)
2.92415237784326e+008	(-8.28821569835125e+001dB,-9.38569103963837e+001°)
2.93089324525025e+008	(-8.28169346279949e+001dB,-9.38669138961374e+001°)
2.93764965196146e+008	(-8.27516850030386e+001dB,-9.38769496429075e+001°)
2.94442163379869e+008	(-8.26864079496872e+001dB,-9.38870177929060e+001°)
2.95120922666631e+008	(-8.26211033078849e+001dB,-9.38971185035278e+001°)
2.95801246655147e+008	(-8.25557709164667e+001dB,-9.39072519333775e+001°)
2.96483138952427e+008	(-8.24904106131488e+001dB,-9.39174182422661e+001°)
2.97166603173795e+008	(-8.24250222345191e+001dB,-9.39276175912441e+001°)
2.97851642942911e+008	(-8.23596056160277e+001dB,-9.39378501425812e+001°)
2.98538261891788e+008	(-8.22941605919764e+001dB,-9.39481160598246e+001°)
2.99226463660811e+008	(-8.22286869955095e+001dB,-9.39584155077483e+001°)
2.99916251898757e+008	(-8.21631846586032e+001dB,-9.39687486524471e+001°)
3.00607630262815e+008	(-8.20976534120555e+001dB,-9.39791156613029e+001°)
3.01300602418604e+008	(-8.20320930854760e+001dB,-9.39895167029763e+001°)
3.01995172040194e+008	(-8.19665035072760e+001dB,-9.39999519474613e+001°)
3.02691342810123e+008	(-8.19008845046568e+001dB,-9.40104215660969e+001°)
3.03389118419419e+008	(-8.18352359036004e+001dB,-9.40209257315729e+001°)
3.04088502567620e+008	(-8.17695575288579e+001dB,-9.40314646179158e+001°)
3.04789498962790e+008	(-8.17038492039388e+001dB,-9.40420384005602e+001°)
3.05492111321543e+008	(-8.16381107511004e+001dB,-9.40526472563141e+001°)
3.06196343369060e+008	(-8.15723419913362e+001dB,-9.40632913634078e+001°)
3.06902198839108e+008	(-8.15065427443652e+001dB,-9.40739709014846e+001°)
3.07609681474063e+008	(-8.14407128286199e+001dB,-9.40846860516374e+001°)
3.08318795024927e+008	(-8.13748520612356e+001dB,-9.40954369963892e+001°)
3.09029543251351e+008	(-8.13089602580384e+001dB,-9.41062239197569e+001°)
3.09741929921650e+008	(-8.12430372335331e+001dB,-9.41170470072463e+001°)
3.10455958812827e+008	(-8.11770828008922e+001dB,-9.41279064458550e+001°)
3.11171633710594e+008	(-8.11110967719432e+001dB,-9.41388024241033e+001°)
3.11888958409385e+008	(-8.10450789571570e+001dB,-9.41497351320300e+001°)
3.12607936712387e+008	(-8.09790291656351e+001dB,-9.41607047612620e+001°)
3.13328572431550e+008	(-8.09129472050979e+001dB,-9.41717115049747e+001°)
3.14050869387613e+008	(-8.08468328818712e+001dB,-9.41827555579316e+001°)
3.14774831410123e+008	(-8.07806860008746e+001dB,-9.41938371165182e+001°)
3.15500462337454e+008	(-8.07145063656083e+001dB,-9.42049563787154e+001°)
3.16227766016829e+008	(-8.06482937781393e+001dB,-9.42161135441629e+001°)
3.16956746304341e+008	(-8.05820480390897e+001dB,-9.42273088141720e+001°)
3.17687407064968e+008	(-8.05157689476223e+001dB,-9.42385423917120e+001°)
3.18419752172604e+008	(-8.04494563014280e+001dB,-9.42498144814612e+001°)
3.19153785510067e+008	(-8.03831098967117e+001dB,-9.42611252898154e+001°)
3.19889510969131e+008	(-8.03167295281788e+001dB,-9.42724750248910e+001°)
3.20626932450538e+008	(-8.02503149890212e+001dB,-9.42838638965931e+001°)
3.21366053864023e+008	(-8.01838660709033e+001dB,-9.42952921165804e+001°)
3.22106879128335e+008	(-8.01173825639482e+001dB,-9.43067598982994e+001°)
3.22849412171255e+008	(-8.00508642567223e+001dB,-9.43182674570486e+001°)
3.23593656929619e+008	(-7.99843109362220e+001dB,-9.43298150099308e+001°)
3.24339617349340e+008	(-7.99177223878584e+001dB,-9.43414027759153e+001°)
3.25087297385425e+008	(-7.98510983954423e+001dB,-9.43530309758760e+001°)
3.25836701002000e+008	(-7.97844387411692e+001dB,-9.43646998325529e+001°)
3.26587832172327e+008	(-7.97177432056045e+001dB,-9.43764095706502e+001°)
3.27340694878829e+008	(-7.96510115676676e+001dB,-9.43881604167892e+001°)
3.28095293113110e+008	(-7.95842436046166e+001dB,-9.43999525995648e+001°)
3.28851630875974e+008	(-7.95174390920324e+001dB,-9.44117863495908e+001°)
3.29609712177449e+008	(-7.94505978038027e+001dB,-9.44236618994609e+001°)
3.30369541036806e+008	(-7.93837195121062e+001dB,-9.44355794838397e+001°)
3.31131121482582e+008	(-7.93168039873957e+001dB,-9.44475393394380e+001°)
3.31894457552601e+008	(-7.92498509983820e+001dB,-9.44595417050637e+001°)
3.32659553293995e+008	(-7.91828603120172e+001dB,-9.44715868216366e+001°)
3.33426412763226e+008	(-7.91158316934774e+001dB,-9.44836749322115e+001°)
3.34195040026105e+008	(-7.90487649061460e+001dB,-9.44958062820119e+001°)
3.34965439157818e+008	(-7.89816597115959e+001dB,-9.45079811184546e+001°)
3.35737614242945e+008	(-7.89145158695724e+001dB,-9.45201996911590e+001°)
3.36511569375481e+008	(-7.88473331379752e+001dB,-9.45324622520042e+001°)
3.37287308658859e+008	(-7.87801112728405e+001dB,-9.45447690551252e+001°)
3.38064836205972e+008	(-7.87128500283228e+001dB,-9.45571203569677e+001°)
3.38844156139193e+008	(-7.86455491566761e+001dB,-9.45695164163016e+001°)
3.39625272590399e+008	(-7.85782084082363e+001dB,-9.45819574942250e+001°)
3.40408189700991e+008	(-7.85108275314010e+001dB,-9.45944438542642e+001°)
3.41192911621919e+008	(-7.84434062726115e+001dB,-9.46069757623017e+001°)
3.41979442513699e+008	(-7.83759443763327e+001dB,-9.46195534867164e+001°)
3.42767786546441e+008	(-7.83084415850342e+001dB,-9.46321772983141e+001°)
3.43557947899865e+008	(-7.82408976391697e+001dB,-9.46448474704270e+001°)
3.44349930763329e+008	(-7.81733122771578e+001dB,-9.46575642789028e+001°)
3.45143739335846e+008	(-7.81056852353609e+001dB,-9.46703280021707e+001°)
3.45939377826112e+008	(-7.80380162480652e+001dB,-9.46831389212426e+001°)
3.46736850452522e+008	(-7.79703050474597e+001dB,-9.46959973197539e+001°)
3.47536161443196e+008	(-7.79025513636149e+001dB,-9.47089034840080e+001°)
3.48337315036002e+008	(-7.78347549244619e+001dB,-9.47218577030076e+001°)
3.49140315478576e+008	(-7.77669154557702e+001dB,-9.47348602684705e+001°)
3.49945167028347e+008	(-7.76990326811265e+001dB,-9.47479114748792e+001°)
3.50751873952558e+008	(-7.76311063219119e+001dB,-9.47610116195171e+001°)
3.51560440528288e+008	(-7.75631360972799e+001dB,-9.47741610024939e+001°)
3.52370871042477e+008	(-7.74951217241335e+001dB,-9.47873599267864e+001°)
3.53183169791947e+008	(-7.74270629171020e+001dB,-9.48006086982898e+001°)
3.53997341083424e+008	(-7.73589593885182e+001dB,-9.48139076258122e+001°)
3.54813389233565e+008	(-7.72908108483941e+001dB,-9.48272570211645e+001°)
3.55631318568975e+008	(-7.72226170043976e+001dB,-9.48406571991707e+001°)
3.56451133426234e+008	(-7.71543775618278e+001dB,-9.48541084776981e+001°)
3.57272838151918e+008	(-7.70860922235910e+001dB,-9.48676111777225e+001°)
3.58096437102625e+008	(-7.70177606901750e+001dB,-9.48811656233406e+001°)
3.58921934644995e+008	(-7.69493826596249e+001dB,-9.48947721418432e+001°)
3.59749335155732e+008	(-7.68809578275170e+001dB,-9.49084310637213e+001°)
3.60578643021632e+008	(-7.68124858869331e+001dB,-9.49221427227342e+001°)
3.61409862639602e+008	(-7.67439665284342e+001dB,-9.49359074559341e+001°)
3.62242998416688e+008	(-7.66753994400342e+001dB,-9.49497256037291e+001°)
3.63078054770090e+008	(-7.66067843071730e+001dB,-9.49635975099073e+001°)
3.63915036127196e+008	(-7.65381208126892e+001dB,-9.49775235216839e+001°)
3.64753946925597e+008	(-7.64694086367923e+001dB,-9.49915039897737e+001°)
3.65594791613114e+008	(-7.64006474570353e+001dB,-9.50055392683903e+001°)
3.66437574647822e+008	(-7.63318369482859e+001dB,-9.50196297153416e+001°)
3.67282300498073e+008	(-7.62629767826979e+001dB,-9.50337756920366e+001°)
3.68128973642520e+008	(-7.61940666296823e+001dB,-9.50479775635621e+001°)
3.68977598570139e+008	(-7.61251061558778e+001dB,-9.50622356987181e+001°)
3.69828179780255e+008	(-7.60560950251205e+001dB,-9.50765504700723e+001°)
3.70680721782565e+008	(-7.59870328984144e+001dB,-9.50909222540040e+001°)
3.71535229097161e+008	(-7.59179194338999e+001dB,-9.51053514307693e+001°)
3.72391706254557e+008	(-7.58487542868235e+001dB,-9.51198383845426e+001°)
3.73250157795709e+008	(-7.57795371095058e+001dB,-9.51343835034737e+001°)
3.74110588272042e+008	(-7.57102675513093e+001dB,-9.51489871797323e+001°)
3.74973002245472e+008	(-7.56409452586069e+001dB,-9.51636498095846e+001°)
3.75837404288433e+008	(-7.55715698747482e+001dB,-9.51783717934354e+001°)
3.76703798983897e+008	(-7.55021410400268e+001dB,-9.51931535358719e+001°)
3.77572190925404e+008	(-7.54326583916460e+001dB,-9.52079954457510e+001°)
3.78442584717082e+008	(-7.53631215636856e+001dB,-9.52228979362356e+001°)
3.79314984973670e+008	(-7.52935301870656e+001dB,-9.52378614248724e+001°)
3.80189396320549e+008	(-7.52238838895133e+001dB,-9.52528863336206e+001°)
3.81065823393761e+008	(-7.51541822955253e+001dB,-9.52679730889548e+001°)
3.81944270840035e+008	(-7.50844250263330e+001dB,-9.52831221219088e+001°)
3.82824743316811e+008	(-7.50146116998653e+001dB,-9.52983338681227e+001°)
3.83707245492267e+008	(-7.49447419307115e+001dB,-9.53136087679380e+001°)
3.84591782045341e+008	(-7.48748153300837e+001dB,-9.53289472664533e+001°)
3.85478357665760e+008	(-7.48048315057789e+001dB,-9.53443498135726e+001°)
3.86366977054057e+008	(-7.47347900621394e+001dB,-9.53598168641066e+001°)
3.87257644921605e+008	(-7.46646906000142e+001dB,-9.53753488778173e+001°)
3.88150365990636e+008	(-7.45945327167191e+001dB,-9.53909463194969e+001°)
3.89045144994268e+008	(-7.45243160059962e+001dB,-9.54066096590392e+001°)
3.89941986676531e+008	(-7.44540400579723e+001dB,-9.54223393715252e+001°)
3.90840895792390e+008	(-7.43837044591185e+001dB,-9.54381359372686e+001°)
3.91741877107771e+008	(-7.43133087922070e+001dB,-9.54539998419221e+001°)
3.92644935399587e+008	(-7.42428526362684e+001dB,-9.54699315765415e+001°)
3.93550075455765e+008	(-7.41723355665489e+001dB,-9.54859316376602e+001°)
3.94457302075266e+008	(-7.41017571544658e+001dB,-9.55020005273692e+001°)
3.95366620068115e+008	(-7.40311169675625e+001dB,-9.55181387534239e+001°)
3.96278034255427e+008	(-7.39604145694639e+001dB,-9.55343468292819e+001°)
3.97191549469428e+008	(-7.38896495198298e+001dB,-9.55506252742238e+001°)
3.98107170553484e+008	(-7.38188213743085e+001dB,-9.55669746134239e+001°)
3.99024902362129e+008	(-7.37479296844891e+001dB,-9.55833953780487e+001°)
3.99944749761085e+008	(-7.36769739978540e+001dB,-9.55998881053271e+001°)
4.00866717627290e+008	(-7.36059538577295e+001dB,-9.56164533386572e+001°)
4.01790810848927e+008	(-7.35348688032368e+001dB,-9.56330916276838e+001°)
4.02717034325446e+008	(-7.34637183692413e+001dB,-9.56498035284202e+001°)
4.03645392967592e+008	(-7.33925020863017e+001dB,-9.56665896033100e+001°)
4.04575891697429e+008	(-7.33212194806189e+001dB,-9.56834504213392e+001°)
4.05508535448371e+008	(-7.32498700739821e+001dB,-9.57003865581458e+001°)
4.06443329165199e+008	(-7.31784533837170e+001dB,-9.57173985961013e+001°)
4.07380277804099e+008	(-7.31069689226305e+001dB,-9.57344871244254e+001°)
4.08319386332679e+008	(-7.30354161989562e+001dB,-9.57516527392860e+001°)
4.09260659729997e+008	(-7.29637947162988e+001dB,-9.57688960439109e+001°)
4.10204102986593e+008	(-7.28921039735769e+001dB,-9.57862176486914e+001°)
4.11149721104509e+008	(-7.28203434649661e+001dB,-9.58036181712885e+001°)
4.12097519097317e+008	(-7.27485126798400e+001dB,-9.58210982367666e+001°)
4.13047501990148e+008	(-7.26766111027113e+001dB,-9.58386584776792e+001°)
4.13999674819717e+008	(-7.26046382131718e+001dB,-9.58562995342038e+001°)
4.14954042634349e+008	(-7.25325934858304e+001dB,-9.58740220542561e+001°)
4.15910610494008e+008	(-7.24604763902517e+001dB,-9.58918266936205e+001°)
4.16869383470321e+008	(-7.23882863908931e+001dB,-9.59097141160527e+001°)
4.17830366646608e+008	(-7.23160229470401e+001dB,-9.59276849934217e+001°)
4.18793565117904e+008	(-7.22436855127414e+001dB,-9.59457400058470e+001°)
4.19758983990993e+008	(-7.21712735367434e+001dB,-9.59638798418021e+001°)
4.20726628384430e+008	(-7.20987864624224e+001dB,-9.59821051982735e+001°)
4.21696503428568e+008	(-7.20262237277167e+001dB,-9.60004167808873e+001°)
4.22668614265589e+008	(-7.19535847650573e+001dB,-9.60188153040305e+001°)
4.23642966049527e+008	(-7.18808690012975e+001dB,-9.60373014910302e+001°)
4.24619563946299e+008	(-7.18080758576414e+001dB,-9.60558760742731e+001°)
4.25598413133729e+008	(-7.17352047495715e+001dB,-9.60745397953400e+001°)
4.26579518801578e+008	(-7.16622550867745e+001dB,-9.60932934051840e+001°)
4.27562886151572e+008	(-7.15892262730664e+001dB,-9.61121376642731e+001°)
4.28548520397425e+008	(-7.15161177063165e+001dB,-9.61310733427326e+001°)
4.29536426764873e+008	(-7.14429287783698e+001dB,-9.61501012205241e+001°)
4.30526610491696e+008	(-7.13696588749682e+001dB,-9.61692220875941e+001°)
4.31519076827750e+008	(-7.12963073756707e+001dB,-9.61884367440351e+001°)
4.32513831034994e+008	(-7.12228736537719e+001dB,-9.62077460002804e+001°)
4.33510878387514e+008	(-7.11493570762196e+001dB,-9.62271506772365e+001°)
4.34510224171557e+008	(-7.10757570035302e+001dB,-9.62466516064997e+001°)
4.35511873685554e+008	(-7.10020727897044e+001dB,-9.62662496304959e+001°)
4.36515832240151e+008	(-7.09283037821392e+001dB,-9.62859456026938e+001°)
4.37522105158237e+008	(-7.08544493215402e+001dB,-9.63057403877709e+001°)
4.38530697774970e+008	(-7.07805087418320e+001dB,-9.63256348618187e+001°)
4.39541615437809e+008	(-7.07064813700665e+001dB,-9.63456299125283e+001°)
4.40554863506538e+008	(-7.06323665263307e+001dB,-9.63657264393844e+001°)
4.41570447353297e+008	(-7.05581635236517e+001dB,-9.63859253538782e+001°)
4.42588372362611e+008	(-7.04838716679014e+001dB,-9.64062275796989e+001°)
4.43608643931417e+008	(-7.04094902576984e+001dB,-9.64266340529659e+001°)
4.44631267469093e+008	(-7.03350185843090e+001dB,-9.64471457224142e+001°)
4.45656248397488e+008	(-7.02604559315465e+001dB,-9.64677635496384e+001°)
4.46683592150947e+008	(-7.01858015756678e+001dB,-9.64884885093155e+001°)
4.47713304176347e+008	(-7.01110547852699e+001dB,-9.65093215894057e+001°)
4.48745389933116e+008	(-7.00362148211831e+001dB,-9.65302637914226e+001°)
4.49779854893272e+008	(-6.99612809363630e+001dB,-9.65513161306487e+001°)
4.50816704541444e+008	(-6.98862523757806e+001dB,-9.65724796363789e+001°)
4.51855944374906e+008	(-6.98111283763102e+001dB,-9.65937553521863e+001°)
4.52897579903605e+008	(-6.97359081666162e+001dB,-9.66151443361547e+001°)
4.53941616650187e+008	(-6.96605909670365e+001dB,-9.66366476611542e+001°)
4.54988060150032e+008	(-6.95851759894651e+001dB,-9.66582664150925e+001°)
4.56036915951280e+008	(-6.95096624372319e+001dB,-9.66800017011960e+001°)
4.57088189614859e+008	(-6.94340495049808e+001dB,-9.67018546382883e+001°)
4.58141886714517e+008	(-6.93583363785453e+001dB,-9.67238263610571e+001°)
4.59198012836852e+008	(-6.92825222348220e+001dB,-9.67459180203567e+001°)
4.60256573581340e+008	(-6.92066062416419e+001dB,-9.67681307835036e+001°)
4.61317574560363e+008	(-6.91305875576394e+001dB,-9.67904658345671e+001°)
4.62381021399244e+008	(-6.90544653321187e+001dB,-9.68129243746908e+001°)
4.63446919736271e+008	(-6.89782387049179e+001dB,-9.68355076223973e+001°)
4.64515275222733e+008	(-6.89019068062709e+001dB,-9.68582168139113e+001°)
4.65586093522942e+008	(-6.88254687566666e+001dB,-9.68810532034937e+001°)
4.66659380314272e+008	(-6.87489236667047e+001dB,-9.69040180637788e+001°)
4.67735141287181e+008	(-6.86722706369508e+001dB,-9.69271126861136e+001°)
4.68813382145248e+008	(-6.85955087577867e+001dB,-9.69503383809068e+001°)
4.69894108605198e+008	(-6.85186371092591e+001dB,-9.69736964780050e+001°)
4.70977326396936e+008	(-6.84416547609257e+001dB,-9.69971883270384e+001°)
4.72063041263573e+008	(-6.83645607716973e+001dB,-9.70208152978129e+001°)
4.73151258961463e+008	(-6.82873541896780e+001dB,-9.70445787806956e+001°)
4.74241985260227e+008	(-6.82100340520022e+001dB,-9.70684801869961e+001°)
4.75335225942788e+008	(-6.81325993846678e+001dB,-9.70925209493854e+001°)
4.76430986805398e+008	(-6.80550492023674e+001dB,-9.71167025222944e+001°)
4.77529273657673e+008	(-6.79773825083152e+001dB,-9.71410263823489e+001°)
4.78630092322621e+008	(-6.78995982940714e+001dB,-9.71654940287937e+001°)
4.79733448636671e+008	(-6.78216955393630e+001dB,-9.71901069839313e+001°)
4.80839348449711e+008	(-6.77436732119004e+001dB,-9.72148667935869e+001°)
4.81947797625110e+008	(-6.76655302671922e+001dB,-9.72397750275637e+001°)
4.83058802039755e+008	(-6.75872656483546e+001dB,-9.72648332801132e+001°)
4.84172367584081e+008	(-6.75088782859180e+001dB,-9.72900431704316e+001°)
4.85288500162103e+008	(-6.74303670976301e+001dB,-9.73154063431459e+001°)
4.86407205691444e+008	(-6.73517309882541e+001dB,-9.73409244688326e+001°)
4.87528490103368e+008	(-6.72729688493640e+001dB,-9.73665992445359e+001°)
4.88652359342815e+008	(-6.71940795591355e+001dB,-9.73924323942953e+001°)
4.89778819368428e+008	(-6.71150619821324e+001dB,-9.74184256697049e+001°)
4.90907876152585e+008	(-6.70359149690893e+001dB,-9.74445808504663e+001°)
4.92039535681432e+008	(-6.69566373566896e+001dB,-9.74708997449583e+001°)
4.93173803954917e+008	(-6.68772279673392e+001dB,-9.74973841908387e+001°)
4.94310686986817e+008	(-6.67976856089358e+001dB,-9.75240360556372e+001°)
4.95450190804771e+008	(-6.67180090746330e+001dB,-9.75508572373718e+001°)
4.96592321450317e+008	(-6.66381971426005e+001dB,-9.75778496651918e+001°)
