Freq.	I(R1)
4.97737084978917e+008	(-6.65582485757784e+001dB,-9.76050153000173e+001°)
4.98884487459993e+008	(-6.64781621216276e+001dB,-9.76323561352122e+001°)
5.00034534976960e+008	(-6.63979365118738e+001dB,-9.76598741972606e+001°)
5.01187233627253e+008	(-6.63175704622476e+001dB,-9.76875715464633e+001°)
5.02342589522368e+008	(-6.62370626722182e+001dB,-9.77154502776713e+001°)
5.03500608787886e+008	(-6.61564118247217e+001dB,-9.77435125210039e+001°)
5.04661297563509e+008	(-6.60756165858849e+001dB,-9.77717604426084e+001°)
5.05824662003095e+008	(-6.59946756047412e+001dB,-9.78001962454408e+001°)
5.06990708274685e+008	(-6.59135875129426e+001dB,-9.78288221700529e+001°)
5.08159442560541e+008	(-6.58323509244644e+001dB,-9.78576404954088e+001°)
5.09330871057176e+008	(-6.57509644353045e+001dB,-9.78866535397158e+001°)
5.10504999975387e+008	(-6.56694266231749e+001dB,-9.79158636612969e+001°)
5.11681835540288e+008	(-6.55877360471888e+001dB,-9.79452732594541e+001°)
5.12861383991345e+008	(-6.55058912475386e+001dB,-9.79748847753831e+001°)
5.14043651582406e+008	(-6.54238907451690e+001dB,-9.80047006930959e+001°)
5.15228644581737e+008	(-6.53417330414418e+001dB,-9.80347235403769e+001°)
5.16416369272051e+008	(-6.52594166177937e+001dB,-9.80649558897570e+001°)
5.17606831950548e+008	(-6.51769399353871e+001dB,-9.80954003595209e+001°)
5.18800038928941e+008	(-6.50943014347528e+001dB,-9.81260596147383e+001°)
5.19995996533496e+008	(-6.50114995354247e+001dB,-9.81569363683198e+001°)
5.21194711105060e+008	(-6.49285326355676e+001dB,-9.81880333821100e+001°)
5.22396188999099e+008	(-6.48453991115946e+001dB,-9.82193534680055e+001°)
5.23600436585730e+008	(-6.47620973177784e+001dB,-9.82508994890993e+001°)
5.24807460249752e+008	(-6.46786255858526e+001dB,-9.82826743608624e+001°)
5.26017266390686e+008	(-6.45949822246037e+001dB,-9.83146810523632e+001°)
5.27229861422802e+008	(-6.45111655194552e+001dB,-9.83469225875071e+001°)
5.28445251775160e+008	(-6.44271737320413e+001dB,-9.83794020463281e+001°)
5.29663443891637e+008	(-6.43430050997711e+001dB,-9.84121225662940e+001°)
5.30884444230967e+008	(-6.42586578353835e+001dB,-9.84450873436733e+001°)
5.32108259266773e+008	(-6.41741301264905e+001dB,-9.84782996349235e+001°)
5.33334895487600e+008	(-6.40894201351119e+001dB,-9.85117627581314e+001°)
5.34564359396950e+008	(-6.40045259971974e+001dB,-9.85454800944789e+001°)
5.35796657513320e+008	(-6.39194458221392e+001dB,-9.85794550897675e+001°)
5.37031796370231e+008	(-6.38341776922717e+001dB,-9.86136912559784e+001°)
5.38269782516267e+008	(-6.37487196623609e+001dB,-9.86481921728803e+001°)
5.39510622515106e+008	(-6.36630697590812e+001dB,-9.86829614896744e+001°)
5.40754322945559e+008	(-6.35772259804792e+001dB,-9.87180029267153e+001°)
5.42000890401602e+008	(-6.34911862954263e+001dB,-9.87533202772461e+001°)
5.43250331492411e+008	(-6.34049486430566e+001dB,-9.87889174092108e+001°)
5.44502652842399e+008	(-6.33185109321927e+001dB,-9.88247982671125e+001°)
5.45757861091249e+008	(-6.32318710407567e+001dB,-9.88609668739273e+001°)
5.47015962893950e+008	(-6.31450268151678e+001dB,-9.88974273330751e+001°)
5.48276964920832e+008	(-6.30579760697247e+001dB,-9.89341838304533e+001°)
5.49540873857602e+008	(-6.29707165859732e+001dB,-9.89712406365247e+001°)
5.50807696405381e+008	(-6.28832461120581e+001dB,-9.90086021084795e+001°)
5.52077439280735e+008	(-6.27955623620598e+001dB,-9.90462726924597e+001°)
5.53350109215714e+008	(-6.27076630153137e+001dB,-9.90842569258456e+001°)
5.54625712957888e+008	(-6.26195457157131e+001dB,-9.91225594396183e+001°)
5.55904257270381e+008	(-6.25312080709951e+001dB,-9.91611849608052e+001°)
5.57185748931907e+008	(-6.24426476520075e+001dB,-9.92001383149848e+001°)
5.58470194736808e+008	(-6.23538619919588e+001dB,-9.92394244288777e+001°)
5.59757601495087e+008	(-6.22648485856481e+001dB,-9.92790483330268e+001°)
5.61047976032447e+008	(-6.21756048886755e+001dB,-9.93190151645519e+001°)
5.62341325190326e+008	(-6.20861283166333e+001dB,-9.93593301699982e+001°)
5.63637655825931e+008	(-6.19964162442750e+001dB,-9.93999987082716e+001°)
5.64936974812279e+008	(-6.19064660046647e+001dB,-9.94410262536812e+001°)
5.66239289038230e+008	(-6.18162748883025e+001dB,-9.94824183990630e+001°)
5.67544605408524e+008	(-6.17258401422289e+001dB,-9.95241808590152e+001°)
5.68852930843818e+008	(-6.16351589691051e+001dB,-9.95663194732430e+001°)
5.70164272280724e+008	(-6.15442285262685e+001dB,-9.96088402100076e+001°)
5.71478636671843e+008	(-6.14530459247647e+001dB,-9.96517491696909e+001°)
5.72796030985806e+008	(-6.13616082283527e+001dB,-9.96950525884795e+001°)
5.74116462207304e+008	(-6.12699124524842e+001dB,-9.97387568421732e+001°)
5.75439937337133e+008	(-6.11779555632551e+001dB,-9.97828684501228e+001°)
5.76766463392227e+008	(-6.10857344763296e+001dB,-9.98273940792985e+001°)
5.78096047405694e+008	(-6.09932460558346e+001dB,-9.98723405484965e+001°)
5.79428696426857e+008	(-6.09004871132239e+001dB,-9.99177148326979e+001°)
5.80764417521288e+008	(-6.08074544061125e+001dB,-9.99635240675630e+001°)
5.82103217770847e+008	(-6.07141446370775e+001dB,-1.00009775554099e+002°)
5.83445104273721e+008	(-6.06205544524270e+001dB,-1.00056476763476e+002°)
5.84790084144456e+008	(-6.05266804409348e+001dB,-1.00103635342020e+002°)
5.86138164514004e+008	(-6.04325191325393e+001dB,-1.00151259116380e+002°)
5.87489352529752e+008	(-6.03380669970069e+001dB,-1.00199356098875e+002°)
5.88843655355564e+008	(-6.02433204425569e+001dB,-1.00247934493036e+002°)
5.90201080171820e+008	(-6.01482758144484e+001dB,-1.00297002699350e+002°)
5.91561634175449e+008	(-6.00529293935266e+001dB,-1.00346569321201e+002°)
5.92925324579975e+008	(-5.99572773947278e+001dB,-1.00396643171034e+002°)
5.94292158615548e+008	(-5.98613159655415e+001dB,-1.00447233276744e+002°)
5.95662143528986e+008	(-5.97650411844283e+001dB,-1.00498348888297e+002°)
5.97035286583812e+008	(-5.96684490591918e+001dB,-1.00549999484598e+002°)
5.98411595060295e+008	(-5.95715355253032e+001dB,-1.00602194780612e+002°)
5.99791076255484e+008	(-5.94742964441771e+001dB,-1.00654944734754e+002°)
6.01173737483253e+008	(-5.93767276013962e+001dB,-1.00708259556554e+002°)
6.02559586074332e+008	(-5.92788247048838e+001dB,-1.00762149714614e+002°)
6.03948629376354e+008	(-5.91805833830220e+001dB,-1.00816625944871e+002°)
6.05340874753888e+008	(-5.90819991827138e+001dB,-1.00871699259165e+002°)
6.06736329588480e+008	(-5.89830675673869e+001dB,-1.00927380954157e+002°)
6.08135001278692e+008	(-5.88837839149370e+001dB,-1.00983682620572e+002°)
6.09536897240143e+008	(-5.87841435156095e+001dB,-1.01040616152817e+002°)
6.10942024905546e+008	(-5.86841415698163e+001dB,-1.01098193758972e+002°)
6.12350391724747e+008	(-5.85837731858850e+001dB,-1.01156427971176e+002°)
6.13762005164768e+008	(-5.84830333777401e+001dB,-1.01215331656426e+002°)
6.15176872709842e+008	(-5.83819170625118e+001dB,-1.01274918027810e+002°)
6.16595001861456e+008	(-5.82804190580697e+001dB,-1.01335200656190e+002°)
6.18016400138390e+008	(-5.81785340804809e+001dB,-1.01396193482362e+002°)
6.19441075076755e+008	(-5.80762567413869e+001dB,-1.01457910829708e+002°)
6.20869034230037e+008	(-5.79735815452985e+001dB,-1.01520367417377e+002°)
6.22300285169133e+008	(-5.78705028868037e+001dB,-1.01583578373999e+002°)
6.23734835482393e+008	(-5.77670150476882e+001dB,-1.01647559251978e+002°)
6.25172692775659e+008	(-5.76631121939615e+001dB,-1.01712326042383e+002°)
6.26613864672309e+008	(-5.75587883727887e+001dB,-1.01777895190464e+002°)
6.28058358813291e+008	(-5.74540375093219e+001dB,-1.01844283611834e+002°)
6.29506182857170e+008	(-5.73488534034288e+001dB,-1.01911508709335e+002°)
6.30957344480166e+008	(-5.72432297263140e+001dB,-1.01979588390636e+002°)
6.32411851376192e+008	(-5.71371600170288e+001dB,-1.02048541086593e+002°)
6.33869711256900e+008	(-5.70306376788661e+001dB,-1.02118385770407e+002°)
6.35330931851716e+008	(-5.69236559756348e+001dB,-1.02189141977630e+002°)
6.36795520907888e+008	(-5.68162080278100e+001dB,-1.02260829827054e+002°)
6.38263486190521e+008	(-5.67082868085540e+001dB,-1.02333470042531e+002°)
6.39734835482620e+008	(-5.65998851396022e+001dB,-1.02407083975772e+002°)
6.41209576585134e+008	(-5.64909956870105e+001dB,-1.02481693630178e+002°)
6.42687717316992e+008	(-5.63816109567564e+001dB,-1.02557321685760e+002°)
6.44169265515149e+008	(-5.62717232901906e+001dB,-1.02633991525197e+002°)
6.45654229034628e+008	(-5.61613248593308e+001dB,-1.02711727261098e+002°)
6.47142615748555e+008	(-5.60504076619934e+001dB,-1.02790553764540e+002°)
6.48634433548210e+008	(-5.59389635167556e+001dB,-1.02870496694935e+002°)
6.50129690343062e+008	(-5.58269840577412e+001dB,-1.02951582531317e+002°)
6.51628394060814e+008	(-5.57144607292236e+001dB,-1.03033838605108e+002°)
6.53130552647444e+008	(-5.56013847800387e+001dB,-1.03117293134466e+002°)
6.54636174067246e+008	(-5.54877472577989e+001dB,-1.03201975260285e+002°)
6.56145266302877e+008	(-5.53735390029021e+001dB,-1.03287915083949e+002°)
6.57657837355392e+008	(-5.52587506423255e+001dB,-1.03375143706939e+002°)
6.59173895244292e+008	(-5.51433725831977e+001dB,-1.03463693272397e+002°)
6.60693448007567e+008	(-5.50273950061373e+001dB,-1.03553597008762e+002°)
6.62216503701733e+008	(-5.49108078583517e+001dB,-1.03644889275593e+002°)
6.63743070401880e+008	(-5.47936008464841e+001dB,-1.03737605611717e+002°)
6.65273156201712e+008	(-5.46757634291990e+001dB,-1.03831782785819e+002°)
6.66806769213593e+008	(-5.45572848094967e+001dB,-1.03927458849652e+002°)
6.68343917568585e+008	(-5.44381539267439e+001dB,-1.04024673193988e+002°)
6.69884609416497e+008	(-5.43183594484113e+001dB,-1.04123466607492e+002°)
6.71428852925923e+008	(-5.41978897615033e+001dB,-1.04223881338707e+002°)
6.72976656284288e+008	(-5.40767329636708e+001dB,-1.04325961161316e+002°)
6.74528027697892e+008	(-5.39548768539907e+001dB,-1.04429751442906e+002°)
6.76082975391952e+008	(-5.38323089234024e+001dB,-1.04535299217437e+002°)
6.77641507610645e+008	(-5.37090163447838e+001dB,-1.04642653261650e+002°)
6.79203632617154e+008	(-5.35849859626556e+001dB,-1.04751864175680e+002°)
6.80769358693711e+008	(-5.34602042824968e+001dB,-1.04862984468109e+002°)
6.82338694141639e+008	(-5.33346574596574e+001dB,-1.04976068645785e+002°)
6.83911647281399e+008	(-5.32083312878516e+001dB,-1.05091173308670e+002°)
6.85488226452631e+008	(-5.30812111872159e+001dB,-1.05208357250092e+002°)
6.87068440014202e+008	(-5.29532821919139e+001dB,-1.05327681562723e+002°)
6.88652296344245e+008	(-5.28245289372732e+001dB,-1.05449209750670e+002°)
6.90239803840211e+008	(-5.26949356464325e+001dB,-1.05573007848107e+002°)
6.91830970918906e+008	(-5.25644861164851e+001dB,-1.05699144544857e+002°)
6.93425806016538e+008	(-5.24331637040975e+001dB,-1.05827691319432e+002°)
6.95024317588766e+008	(-5.23009513105848e+001dB,-1.05958722580012e+002°)
6.96626514110737e+008	(-5.21678313664244e+001dB,-1.06092315813934e+002°)
6.98232404077140e+008	(-5.20337858151889e+001dB,-1.06228551746275e+002°)
6.99841996002242e+008	(-5.18987960968769e+001dB,-1.06367514508170e+002°)
7.01455298419940e+008	(-5.17628431306264e+001dB,-1.06509291815560e+002°)
7.03072319883802e+008	(-5.16259072967871e+001dB,-1.06653975159107e+002°)
7.04693068967115e+008	(-5.14879684183366e+001dB,-1.06801660006102e+002°)
7.06317554262930e+008	(-5.13490057416213e+001dB,-1.06952446015213e+002°)
7.07945784384106e+008	(-5.12089979164040e+001dB,-1.07106437265039e+002°)
7.09577767963357e+008	(-5.10679229752035e+001dB,-1.07263742497479e+002°)
7.11213513653297e+008	(-5.09257583119113e+001dB,-1.07424475377031e+002°)
7.12853030126487e+008	(-5.07824806596727e+001dB,-1.07588754767217e+002°)
7.14496326075481e+008	(-5.06380660680219e+001dB,-1.07756705025433e+002°)
7.16143410212869e+008	(-5.04924898792652e+001dB,-1.07928456317649e+002°)
7.17794291271329e+008	(-5.03457267041076e+001dB,-1.08104144954475e+002°)
7.19448978003667e+008	(-5.01977503965239e+001dB,-1.08283913750280e+002°)
7.21107479182867e+008	(-5.00485340278819e+001dB,-1.08467912407158e+002°)
7.22769803602137e+008	(-4.98980498603295e+001dB,-1.08656297925718e+002°)
7.24435960074957e+008	(-4.97462693194666e+001dB,-1.08849235044857e+002°)
7.26105957435121e+008	(-4.95931629663319e+001dB,-1.09046896712824e+002°)
7.27779804536791e+008	(-4.94387004687453e+001dB,-1.09249464592147e+002°)
7.29457510254535e+008	(-4.92828505720605e+001dB,-1.09457129601181e+002°)
7.31139083483384e+008	(-4.91255810693952e+001dB,-1.09670092495309e+002°)
7.32824533138870e+008	(-4.89668587714287e+001dB,-1.09888564491094e+002°)
7.34513868157081e+008	(-4.88066494758735e+001dB,-1.10112767936993e+002°)
7.36207097494702e+008	(-4.86449179367562e+001dB,-1.10342937034558e+002°)
7.37904230129067e+008	(-4.84816278336704e+001dB,-1.10579318614436e+002°)
7.39605275058204e+008	(-4.83167417411998e+001dB,-1.10822172971863e+002°)
7.41310241300883e+008	(-4.81502210987505e+001dB,-1.11071774766783e+002°)
7.43019137896667e+008	(-4.79820261810787e+001dB,-1.11328413994223e+002°)
7.44731973905955e+008	(-4.78121160698569e+001dB,-1.11592397031068e+002°)
7.46448758410032e+008	(-4.76404486266863e+001dB,-1.11864047765941e+002°)
7.48169500511120e+008	(-4.74669804680412e+001dB,-1.12143708819568e+002°)
7.49894209332421e+008	(-4.72916669427195e+001dB,-1.12431742863648e+002°)
7.51622894018170e+008	(-4.71144621124816e+001dB,-1.12728534047036e+002°)
7.53355563733682e+008	(-4.69353187366817e+001dB,-1.13034489538854e+002°)
7.55092227665399e+008	(-4.67541882618408e+001dB,-1.13350041199033e+002°)
7.56832895020939e+008	(-4.65710208172823e+001dB,-1.13675647387768e+002°)
7.58577575029148e+008	(-4.63857652181476e+001dB,-1.14011794926399e+002°)
7.60326276940146e+008	(-4.61983689773458e+001dB,-1.14359001223376e+002°)
7.62079010025376e+008	(-4.60087783282630e+001dB,-1.14717816580144e+002°)
7.63835783577655e+008	(-4.58169382603794e+001dB,-1.15088826693096e+002°)
7.65596606911220e+008	(-4.56227925703176e+001dB,-1.15472655369069e+002°)
7.67361489361783e+008	(-4.54262839312895e+001dB,-1.15869967473305e+002°)
7.69130440286573e+008	(-4.52273539844257e+001dB,-1.16281472130210e+002°)
7.70903469064394e+008	(-4.50259434560788e+001dB,-1.16707926198792e+002°)
7.72680585095666e+008	(-4.48219923059072e+001dB,-1.17150138046035e+002°)
7.74461797802482e+008	(-4.46154399113774e+001dB,-1.17608971642947e+002°)
7.76247116628655e+008	(-4.44062252953073e+001dB,-1.18085351009180e+002°)
7.78036551039767e+008	(-4.41942874042131e+001dB,-1.18580265033214e+002°)
7.79830110523222e+008	(-4.39795654465690e+001dB,-1.19094772695680e+002°)
7.81627804588292e+008	(-4.37619993016535e+001dB,-1.19630008723547e+002°)
7.83429642766174e+008	(-4.35415300114827e+001dB,-1.20187189702193e+002°)
7.85235634610034e+008	(-4.33181003704638e+001dB,-1.20767620670708e+002°)
7.87045789695061e+008	(-4.30916556298689e+001dB,-1.21372702222503e+002°)
7.88860117618517e+008	(-4.28621443370920e+001dB,-1.22003938128255e+002°)
7.90678627999787e+008	(-4.26295193329475e+001dB,-1.22662943490336e+002°)
7.92501330480434e+008	(-4.23937389340478e+001dB,-1.23351453426769e+002°)
7.94328234724243e+008	(-4.21547683315966e+001dB,-1.24071332266921e+002°)
7.96159350417280e+008	(-4.19125812427943e+001dB,-1.24824583219648e+002°)
7.97994687267938e+008	(-4.16671618564656e+001dB,-1.25613358445393e+002°)
7.99834255006990e+008	(-4.14185071204751e+001dB,-1.26439969424998e+002°)
8.01678063387640e+008	(-4.11666294249147e+001dB,-1.27306897466938e+002°)
8.03526122185578e+008	(-4.09115597417550e+001dB,-1.28216804128229e+002°)
8.05378441199028e+008	(-4.06533512883941e+001dB,-1.29172541238707e+002°)
8.07235030248799e+008	(-4.03920837888427e+001dB,-1.30177160109133e+002°)
8.09095899178343e+008	(-4.01278684114811e+001dB,-1.31233919365857e+002°)
8.10961057853801e+008	(-3.98608534654010e+001dB,-1.32346290682911e+002°)
8.12830516164060e+008	(-3.95912309368504e+001dB,-1.33517961471039e+002°)
8.14704284020800e+008	(-3.93192439412332e+001dB,-1.34752833327187e+002°)
8.16582371358553e+008	(-3.90451951517524e+001dB,-1.36055014744089e+002°)
8.18464788134750e+008	(-3.87694562395506e+001dB,-1.37428806227820e+002°)
8.20351544329778e+008	(-3.84924783175387e+001dB,-1.38878675577445e+002°)
8.22242649947031e+008	(-3.82148033154643e+001dB,-1.40409220660699e+002°)
8.24138115012962e+008	(-3.79370761207243e+001dB,-1.42025116603088e+002°)
8.26037949577138e+008	(-3.76600571911648e+001dB,-1.43731043945475e+002°)
8.27942163712294e+008	(-3.73846351763653e+001dB,-1.45531594095839e+002°)
8.29850767514382e+008	(-3.71118388686450e+001dB,-1.47431148417304e+002°)
8.31763771102630e+008	(-3.68428475451508e+001dB,-1.49433727709070e+002°)
8.33681184619593e+008	(-3.65789984674174e+001dB,-1.51542809838457e+002°)
8.35603018231207e+008	(-3.63217899976895e+001dB,-1.53761115082955e+002°)
8.37529282126841e+008	(-3.60728785135241e+001dB,-1.56090361542548e+002°)
8.39459986519356e+008	(-3.58340671175950e+001dB,-1.58530996916571e+002°)
8.41395141645153e+008	(-3.56072841346038e+001dB,-1.61081917979257e+002°)
8.43334757764234e+008	(-3.53945496633911e+001dB,-1.63740194939562e+002°)
8.45278845160248e+008	(-3.51979291082420e+001dB,-1.66500823864830e+002°)
8.47227414140554e+008	(-3.50194737128362e+001dB,-1.69356535387821e+002°)
8.49180475036272e+008	(-3.48611496510001e+001dB,-1.72297690542202e+002°)
8.51138038202334e+008	(-3.47247590609047e+001dB,-1.75312293204143e+002°)
8.53100114017547e+008	(-3.46118582758098e+001dB,-1.78386142002141e+002°)
8.55066712884641e+008	(-3.45236800194770e+001dB,1.78496867675562e+002°)
8.57037845230327e+008	(-3.44610670721731e+001dB,1.75354297790091e+002°)
8.59013521505353e+008	(-3.44244245329514e+001dB,1.72204603009983e+002°)
8.60993752184558e+008	(-3.44136961853612e+001dB,1.69066489769953e+002°)
8.62978547766927e+008	(-3.44283678041911e+001dB,1.65958253331626e+002°)
8.64967918775650e+008	(-3.44674970019139e+001dB,1.62897150661867e+002°)
8.66961875758173e+008	(-3.45297660561740e+001dB,1.59898861244191e+002°)
8.68960429286258e+008	(-3.46135517102832e+001dB,1.56977074443873e+002°)
8.70963589956037e+008	(-3.47170046151556e+001dB,1.54143223973504e+002°)
8.72971368388068e+008	(-3.48381309930355e+001dB,1.51406371283922e+002°)
8.74983775227392e+008	(-3.49748700662485e+001dB,1.48773223801766e+002°)
8.77000821143590e+008	(-3.51251624336641e+001dB,1.46248263028262e+002°)
8.79022516830840e+008	(-3.52870064675400e+001dB,1.43833952246190e+002°)
8.81048873007970e+008	(-3.54585015821052e+001dB,1.41530993317809e+002°)
8.83079900418518e+008	(-3.56378786583694e+001dB,1.39338605413064e+002°)
8.85115609830791e+008	(-3.58235188991989e+001dB,1.37254803901110e+002°)
8.87156012037916e+008	(-3.60139629448355e+001dB,1.35276663681965e+002°)
8.89201117857903e+008	(-3.62079122775524e+001dB,1.33400556935659e+002°)
8.91250938133700e+008	(-3.64042248866774e+001dB,1.31622360053330e+002°)
8.93305483733250e+008	(-3.66019069509377e+001dB,1.29937628169079e+002°)
8.95364765549548e+008	(-3.68001020052351e+001dB,1.28341738254513e+002°)
8.97428794500703e+008	(-3.69980787517833e+001dB,1.26830003325384e+002°)
8.99497581529989e+008	(-3.71952183875513e+001dB,1.25397761150232e+002°)
9.01571137605911e+008	(-3.73910020704126e+001dB,1.24040441152944e+002°)
9.03649473722255e+008	(-3.75849989423191e+001dB,1.22753613145685e+002°)
9.05732600898154e+008	(-3.77768549686108e+001dB,1.21533021258044e+002°)
9.07820530178139e+008	(-3.79662827334519e+001dB,1.20374606046800e+002°)
9.09913272632205e+008	(-3.81530522458408e+001dB,1.19274517349524e+002°)
9.12010839355863e+008	(-3.83369827518828e+001dB,1.18229120029325e+002°)
9.14113241470203e+008	(-3.85179355108023e+001dB,1.17234994373495e+002°)
9.16220490121953e+008	(-3.86958074691894e+001dB,1.16288932568360e+002°)
9.18332596483534e+008	(-3.88705257559165e+001dB,1.15387932380511e+002°)
9.20449571753124e+008	(-3.90420429156615e+001dB,1.14529188929831e+002°)
9.22571427154716e+008	(-3.92103327995061e+001dB,1.13710085238379e+002°)
9.24698173938175e+008	(-3.93753870347834e+001dB,1.12928182076176e+002°)
9.26829823379301e+008	(-3.95372120018880e+001dB,1.12181207494519e+002°)
9.28966386779888e+008	(-3.96958262522328e+001dB,1.11467046334469e+002°)
9.31107875467782e+008	(-3.98512583082962e+001dB,1.10783729917524e+002°)
9.33254300796943e+008	(-4.00035447933679e+001dB,1.10129426063153e+002°)
9.35405674147503e+008	(-4.01527288449142e+001dB,1.09502429530019e+002°)
9.37562006925831e+008	(-4.02988587713140e+001dB,1.08901152941522e+002°)
9.39723310564589e+008	(-4.04419869170002e+001dB,1.08324118229119e+002°)
9.41889596522792e+008	(-4.05821687057578e+001dB,1.07769948606896e+002°)
9.44060876285874e+008	(-4.07194618361050e+001dB,1.07237361076294e+002°)
9.46237161365744e+008	(-4.08539256063374e+001dB,1.06725159449642e+002°)
9.48418463300848e+008	(-4.09856203500071e+001dB,1.06232227874051e+002°)
9.50604793656232e+008	(-4.11146069653628e+001dB,1.05757524832614e+002°)
9.52796164023602e+008	(-4.12409465246699e+001dB,1.05300077597081e+002°)
9.54992586021386e+008	(-4.13646999513730e+001dB,1.04858977104693e+002°)
9.57194071294794e+008	(-4.14859277548326e+001dB,1.04433373231459e+002°)
9.59400631515883e+008	(-4.16046898138694e+001dB,1.04022470434371e+002°)
9.61612278383614e+008	(-4.17210452016482e+001dB,1.03625523735836e+002°)
9.63829023623920e+008	(-4.18350520455312e+001dB,1.03241835024647e+002°)
9.66050878989763e+008	(-4.19467674164757e+001dB,1.02870749649147e+002°)
9.68277856261198e+008	(-4.20562472433547e+001dB,1.02511653279627e+002°)
9.70509967245438e+008	(-4.21635462482637e+001dB,1.02163969018468e+002°)
9.72747223776914e+008	(-4.22687178994627e+001dB,1.01827154738031e+002°)
9.74989637717335e+008	(-4.23718143791019e+001dB,1.01500700627733e+002°)
9.77237220955759e+008	(-4.24728865633014e+001dB,1.01184126933160e+002°)
9.79489985408647e+008	(-4.25719840125215e+001dB,1.00876981871385e+002°)
9.81747943019932e+008	(-4.26691549704671e+001dB,1.00578839707971e+002°)
9.84011105761082e+008	(-4.27644463700335e+001dB,1.00289298982250e+002°)
9.86279485631158e+008	(-4.28579038450256e+001dB,1.00007980868659e+002°)
9.88553094656886e+008	(-4.29495717465750e+001dB,9.97345276628704e+001°)
9.90831944892715e+008	(-4.30394931633418e+001dB,9.94686013824416e+001°)
9.93116048420881e+008	(-4.31277099447297e+001dB,9.92098824725752e+001°)
9.95405417351474e+008	(-4.32142627264582e+001dB,9.89580686083773e+001°)
9.97700063822500e+008	(-4.32991909579425e+001dB,9.87128735857459e+001°)
9.99999999999947e+008	(-4.33825329310132e+001dB,9.84740262936936e+001°)
1.00230523807785e+009	(-4.34643258095864e+001dB,9.82412697615270e+001°)
1.00461579027834e+009	(-4.35446056599554e+001dB,9.80143602748700e+001°)
1.00693166885175e+009	(-4.36234074814285e+001dB,9.77930665550322e+001°)
1.00925288607663e+009	(-4.37007652370870e+001dB,9.75771689966940e+001°)
1.01157945425984e+009	(-4.37767118844717e+001dB,9.73664589593090e+001°)
1.01391138573662e+009	(-4.38512794060436e+001dB,9.71607381080147e+001°)
1.01624869287064e+009	(-4.39244988392915e+001dB,9.69598178001979e+001°)
1.01859138805406e+009	(-4.39964003063819e+001dB,9.67635185141877e+001°)
1.02093948370762e+009	(-4.40670130432698e+001dB,9.65716693168432e+001°)
1.02329299228070e+009	(-4.41363654282054e+001dB,9.63841073670728e+001°)
1.02565192625135e+009	(-4.42044850095839e+001dB,9.62006774525688e+001°)
1.02801629812642e+009	(-4.42713985331036e+001dB,9.60212315572643e+001°)
1.03038612044156e+009	(-4.43371319682022e+001dB,9.58456284572255e+001°)
1.03276140576134e+009	(-4.44017105337535e+001dB,9.56737333428759e+001°)
1.03514216667929e+009	(-4.44651587230139e+001dB,9.55054174656230e+001°)
1.03752841581796e+009	(-4.45275003278125e+001dB,9.53405578071109e+001°)
1.03992016582900e+009	(-4.45887584619861e+001dB,9.51790367694659e+001°)
1.04231742939325e+009	(-4.46489555840622e+001dB,9.50207418850309e+001°)
1.04472021922074e+009	(-4.47081135191991e+001dB,9.48655655442032e+001°)
1.04712854805084e+009	(-4.47662534803935e+001dB,9.47134047401009e+001°)
1.04954242865227e+009	(-4.48233960889677e+001dB,9.45641608288782e+001°)
1.05196187382317e+009	(-4.48795613943530e+001dB,9.44177393046070e+001°)
1.05438689639120e+009	(-4.49347688931838e+001dB,9.42740495877183e+001°)
1.05681750921360e+009	(-4.49890375477213e+001dB,9.41330048260811e+001°)
1.05925372517723e+009	(-4.50423858036237e+001dB,9.39945217078594e+001°)
1.06169555719867e+009	(-4.50948316070824e+001dB,9.38585202853572e+001°)
1.06414301822426e+009	(-4.51463924213437e+001dB,9.37249238091196e+001°)
1.06659612123020e+009	(-4.51970852426333e+001dB,9.35936585716086e+001°)
1.06905487922260e+009	(-4.52469266155053e+001dB,9.34646537598290e+001°)
1.07151930523755e+009	(-4.52959326476336e+001dB,9.33378413163181e+001°)
1.07398941234119e+009	(-4.53441190240645e+001dB,9.32131558079609e+001°)
1.07646521362978e+009	(-4.53915010209504e+001dB,9.30905343021295e+001°)
1.07894672222977e+009	(-4.54380935187814e+001dB,9.29699162496787e+001°)
1.08143395129788e+009	(-4.54839110151349e+001dB,9.28512433743673e+001°)
1.08392691402114e+009	(-4.55289676369588e+001dB,9.27344595683026e+001°)
1.08642562361701e+009	(-4.55732771524072e+001dB,9.26195107930319e+001°)
1.08893009333337e+009	(-4.56168529822440e+001dB,9.25063449859358e+001°)
1.09144033644870e+009	(-4.56597082108314e+001dB,9.23949119715962e+001°)
1.09395636627203e+009	(-4.57018555967191e+001dB,9.22851633778394e+001°)
1.09647819614312e+009	(-4.57433075828490e+001dB,9.21770525561705e+001°)
1.09900583943246e+009	(-4.57840763063905e+001dB,9.20705345063383e+001°)
1.10153930954135e+009	(-4.58241736082200e+001dB,9.19655658047845e+001°)
1.10407861990201e+009	(-4.58636110420596e+001dB,9.18621045367487e+001°)
1.10662378397760e+009	(-4.59023998832867e+001dB,9.17601102318160e+001°)
1.10917481526234e+009	(-4.59405511374284e+001dB,9.16595438027068e+001°)
1.11173172728153e+009	(-4.59780755483526e+001dB,9.15603674871227e+001°)
1.11429453359167e+009	(-4.60149836061675e+001dB,9.14625447924731e+001°)
1.11686324778050e+009	(-4.60512855548406e+001dB,9.13660404433196e+001°)
